id,c2_net,c1_net,c3_net,c4_net,c5_net,c6_net,c7_net,cohort,Race,Sex
2664,3,3,3,3,3,unk,unk,1,1,1
2674,3,3,3,3,3,unk,unk,1,1,0
2652,3,3,3,3,3,unk,unk,1,1,0
2673,3,3,3,3,3,unk,unk,1,1,0
2655,3,3,3,3,3,unk,unk,1,4,1
2668,3,3,3,3,3,unk,unk,1,1,0
2648,3,3,3,3,3,unk,unk,1,1,1
2661,3,3,3,3,3,unk,unk,1,1,0
8008,3,unk,3,3,3,unk,unk,1,unk,0
2672,3,3,3,3,3,unk,unk,1,1,0
2662,3,3,3,3,3,unk,unk,1,1,0
2670,3,3,3,3,3,unk,unk,1,1,1
2656,3,3,3,3,3,unk,unk,1,1,1
3089,3,606,3,3,3,unk,unk,1,1,0
2665,3,3,3,3,3,unk,unk,1,unk,1
2653,3,3,3,3,3,unk,unk,1,1,0
2657,3,3,3,3,3,unk,unk,1,1,0
2645,3,3,3,3,3,unk,unk,1,1,1
9674,unk,unk,unk,3,3,unk,unk,1,1,1
2663,3,3,3,3,3,unk,unk,1,1,0
9675,unk,unk,unk,3,3,unk,unk,1,1,1
2671,3,3,3,3,3,unk,unk,1,1,1
2654,3,3,3,3,3,unk,unk,1,1,1
2649,3,3,3,3,3,unk,unk,1,1,1
3170,3,606,3,3,3,unk,unk,1,2,0
2660,3,3,3,3,3,unk,unk,1,1,0
2667,3,3,3,3,3,unk,unk,1,1,0
8009,3,unk,3,3,3,unk,unk,1,2,1
2647,3,3,3,3,3,unk,unk,1,1,1
2658,3,3,3,3,3,unk,unk,1,1,0
2659,3,3,3,3,3,unk,unk,1,1,0
2669,3,3,3,3,3,unk,unk,1,1,0
2651,3,3,3,3,3,unk,unk,1,1,1
2650,3,3,3,3,3,unk,unk,1,1,1
2666,3,3,3,3,3,unk,unk,1,1,1
2646,3,3,3,3,3,unk,unk,1,1,1
2803,5,5,5,5,5,unk,unk,1,2,1
2852,5,5,5,5,5,unk,unk,1,1,1
2820,5,5,5,5,5,unk,unk,1,unk,0
2804,5,5,5,5,5,unk,unk,1,1,1
2849,5,5,5,5,5,unk,unk,1,2,0
2809,5,5,5,5,5,unk,unk,1,2,0
2853,5,5,5,5,5,unk,unk,1,1,0
2420,702,602,702,5,5,unk,unk,1,1,1
2811,5,5,5,5,5,unk,unk,1,1,0
2835,5,5,5,5,5,unk,unk,1,1,0
2818,5,5,5,5,5,unk,unk,1,1,1
8016,5,unk,5,5,5,unk,unk,1,1,0
2830,5,5,5,5,5,unk,unk,1,3,0
9613,unk,unk,unk,5,5,unk,unk,1,unk,0
2827,5,5,5,5,5,unk,unk,1,1,0
2843,5,5,5,5,5,unk,unk,1,unk,0
2834,5,5,5,5,5,unk,unk,1,2,0
2839,5,5,5,5,5,unk,unk,1,1,0
2815,5,5,5,5,5,unk,unk,1,1,0
2850,5,5,5,5,5,unk,unk,1,1,1
2813,5,5,5,5,5,unk,unk,1,1,1
2810,5,5,5,5,5,unk,unk,1,1,1
2808,5,5,5,5,5,unk,unk,1,1,0
2816,5,5,5,5,5,unk,unk,1,1,1
8012,5,unk,5,5,unk,unk,unk,1,unk,1
2802,5,5,5,5,5,unk,unk,1,unk,1
2851,5,5,5,5,5,unk,unk,1,1,0
2847,5,5,5,5,5,unk,unk,1,unk,0
2819,5,5,5,5,5,unk,unk,1,1,1
2842,5,5,5,5,5,unk,unk,1,unk,1
2832,5,5,5,5,5,unk,unk,1,1,0
2837,5,5,5,5,5,unk,unk,1,1,0
2821,5,5,5,5,5,unk,unk,1,1,1
2845,5,5,5,5,5,unk,unk,1,1,0
2841,5,5,5,5,5,unk,unk,1,1,0
2812,5,5,5,5,5,unk,unk,1,1,1
2828,5,5,5,5,5,unk,unk,1,1,1
2822,5,5,5,5,5,unk,unk,1,1,0
2840,5,5,5,5,5,unk,unk,1,1,1
2824,5,5,5,5,5,unk,unk,1,2,0
2807,5,5,5,5,5,unk,unk,1,1,0
2846,5,5,5,5,5,unk,unk,1,1,1
2838,5,5,5,5,5,unk,unk,1,1,0
2829,5,5,5,5,5,unk,unk,1,2,1
2831,702,5,702,5,5,unk,unk,1,2,1
2836,5,5,5,5,5,unk,unk,1,1,0
9004,unk,unk,5,5,5,unk,unk,1,1,0
2823,5,5,5,5,5,unk,unk,1,3,0
2805,5,5,5,5,5,unk,unk,1,1,0
2814,5,5,5,5,5,unk,unk,1,1,0
9506,unk,unk,unk,11,unk,unk,unk,2,unk,0
1365,710,710,11,11,11,914,unk,2,2,1
1757,914,809,914,11,11,unk,unk,3,4,0
2225,11,709,unk,11,11,914,914,2,4,1
9025,unk,unk,11,11,11,914,unk,1,2,0
1909,809,709,809,11,11,unk,unk,2,unk,0
8111,810,unk,810,11,unk,unk,unk,2,2,0
937,914,810,11,11,11,unk,unk,3,2,0
2738,unk,11,unk,11,unk,unk,unk,1,2,0
2128,914,809,unk,11,11,unk,unk,3,2,0
849,810,710,810,11,unk,unk,unk,2,2,1
1373,810,810,11,11,unk,unk,unk,3,2,1
8224,809,unk,11,11,11,914,unk,2,4,0
2743,11,11,unk,11,914,914,unk,3,2,0
990,810,710,11,11,unk,unk,unk,2,2,1
792,914,810,914,11,unk,unk,unk,3,2,1
8217,809,unk,809,11,unk,914,unk,2,1,0
2162,709,609,709,11,11,914,unk,1,1,0
2064,914,809,914,11,11,914,unk,3,2,1
2149,914,809,914,11,914,unk,unk,3,1,1
6222,918,808,918,12,12,unk,unk,3,2,0
9639,unk,unk,unk,12,unk,unk,unk,3,unk,1
6241,918,808,918,12,unk,unk,unk,3,1,1
8003,12,unk,12,12,12,unk,12,1,2,0
6430,918,808,918,12,12,12,12,3,2,0
6422,918,808,12,12,12,12,12,3,2,0
6479,918,808,918,12,12,12,12,3,2,0
5372,919,807,919,12,12,12,12,3,2,0
8619,919,unk,919,12,12,12,unk,3,unk,0
8589,918,unk,918,12,unk,unk,unk,3,unk,0
8621,919,unk,919,12,12,12,unk,3,2,0
6286,918,808,918,12,unk,unk,unk,3,2,0
5435,918,807,918,12,12,unk,unk,3,unk,0
8576,918,unk,918,12,12,12,unk,3,2,1
5540,919,807,919,12,12,12,12,3,2,0
5454,919,807,919,12,12,12,unk,3,2,0
5388,919,807,919,12,12,unk,12,3,2,0
5364,919,807,919,12,12,12,12,3,2,1
9080,unk,unk,12,12,unk,unk,unk,3,unk,1
4788,707,607,707,12,unk,12,12,1,2,0
8618,919,unk,919,12,unk,unk,unk,3,unk,0
6520,918,808,918,12,12,unk,unk,3,unk,0
6619,unk,12,unk,12,unk,unk,unk,2,2,0
9335,unk,unk,unk,12,unk,unk,unk,2,unk,1
6496,918,808,918,12,12,12,unk,3,3,1
5411,919,807,919,12,unk,unk,unk,3,2,0
8563,918,unk,918,12,unk,unk,unk,3,unk,0
2734,919,12,919,12,12,12,12,3,2,0
6213,918,808,918,12,12,12,unk,3,3,0
8732,808,unk,unk,12,unk,unk,unk,2,unk,0
8687,919,unk,919,12,unk,unk,unk,3,2,0
8545,918,unk,918,12,12,unk,unk,3,4,0
5425,918,807,918,12,12,12,12,3,2,0
5339,919,807,919,12,12,unk,unk,3,2,0
8558,918,unk,12,12,unk,unk,unk,3,unk,0
6227,918,808,918,12,unk,unk,unk,3,1,1
6244,919,808,919,12,12,12,unk,3,2,1
5606,919,807,919,12,unk,unk,unk,3,2,0
5601,919,807,919,12,unk,unk,unk,3,3,0
9337,unk,unk,unk,12,12,12,unk,3,2,0
8522,918,unk,918,12,unk,unk,unk,3,unk,0
5467,919,807,919,12,12,12,unk,3,2,1
8651,919,unk,919,12,12,unk,unk,3,unk,0
9343,unk,unk,unk,12,12,unk,unk,3,unk,0
9620,unk,unk,unk,12,unk,12,unk,2,unk,0
8623,919,unk,919,12,unk,unk,unk,3,unk,1
5635,919,807,919,12,unk,unk,unk,3,unk,0
9342,unk,unk,unk,12,unk,unk,unk,2,unk,0
6473,918,808,918,12,12,12,unk,3,2,0
5344,919,807,919,12,12,12,12,3,2,1
8553,918,unk,918,12,12,12,unk,3,3,1
6190,918,708,918,12,12,12,12,2,1,0
8699,919,unk,919,12,unk,unk,unk,3,unk,1
8632,919,unk,919,12,12,unk,unk,3,unk,1
6441,918,808,918,12,12,12,unk,3,2,1
8671,919,unk,919,12,12,unk,unk,3,unk,0
9618,unk,unk,unk,12,12,unk,unk,3,2,1
6245,918,808,918,12,12,12,12,3,2,0
6421,918,808,918,12,12,12,unk,3,4,0
8578,918,unk,918,12,unk,unk,unk,3,unk,0
8761,919,unk,919,12,unk,unk,unk,3,2,1
2731,12,12,12,12,unk,unk,unk,3,2,1
2735,918,12,918,12,12,12,unk,3,1,0
9621,unk,unk,unk,12,12,12,unk,2,2,0
5440,919,807,919,12,12,12,12,3,2,1
9334,unk,unk,unk,12,12,12,12,2,2,1
8631,919,unk,919,12,unk,unk,unk,3,unk,0
2612,12,12,12,12,12,12,unk,1,4,0
9339,unk,unk,unk,12,12,12,unk,3,2,0
5380,919,807,919,12,12,12,unk,3,2,0
7379,918,808,918,12,unk,unk,unk,3,2,0
8700,919,unk,12,12,unk,12,unk,3,unk,0
9340,unk,unk,unk,12,unk,unk,unk,2,unk,0
8639,919,unk,919,12,12,unk,unk,3,unk,0
2642,919,12,919,12,12,12,unk,3,2,1
6651,918,808,918,12,12,12,unk,3,2,1
8581,918,unk,918,12,unk,unk,unk,3,unk,0
8529,918,unk,918,12,unk,unk,unk,3,3,1
9072,unk,unk,918,12,12,12,unk,3,unk,0
4816,707,607,12,12,unk,unk,unk,1,2,0
6291,919,808,919,12,12,12,unk,3,2,0
6492,918,808,918,12,12,12,unk,3,2,0
5532,919,807,919,12,12,12,unk,3,2,1
6285,918,808,918,12,12,12,12,3,2,0
8546,918,unk,918,12,unk,12,12,3,2,0
9341,unk,unk,unk,12,12,unk,unk,3,unk,1
8685,919,unk,919,12,12,12,unk,3,2,0
8627,919,unk,919,12,12,12,12,3,2,0
9619,unk,unk,unk,12,unk,unk,unk,2,unk,1
6589,807,unk,807,12,12,unk,unk,2,2,0
8602,919,unk,919,12,unk,unk,unk,3,unk,0
5596,919,807,919,12,12,12,12,3,2,0
7191,918,808,918,12,12,12,unk,3,2,1
8608,919,unk,919,12,12,unk,unk,3,2,0
9336,unk,unk,unk,12,unk,unk,unk,2,unk,0
5539,919,807,919,12,12,12,unk,3,2,1
9344,unk,unk,unk,12,12,12,12,2,unk,1
5407,919,807,919,12,12,12,unk,3,2,0
7434,918,808,918,12,12,unk,unk,3,2,0
5363,919,807,919,12,12,12,12,3,2,0
9333,unk,unk,unk,12,unk,unk,unk,3,unk,1
9097,unk,unk,918,12,unk,unk,unk,3,2,1
6284,918,808,918,12,12,12,12,3,2,0
8817,918,unk,918,12,12,12,unk,3,unk,1
7443,918,808,918,12,12,12,12,3,2,0
8579,918,unk,918,12,12,12,12,3,1,1
8583,918,unk,12,12,12,12,unk,3,2,1
8645,919,unk,919,12,12,unk,unk,3,2,0
8524,918,unk,918,12,unk,unk,unk,3,unk,0
5369,919,807,919,12,12,12,unk,3,2,1
5420,919,807,919,12,unk,unk,unk,3,unk,0
7194,918,808,918,12,12,12,unk,3,4,1
5503,919,807,919,12,12,12,unk,3,2,0
8820,unk,unk,919,12,12,unk,unk,3,unk,1
5589,919,807,919,12,unk,unk,unk,3,unk,0
8051,701,unk,13,13,13,unk,unk,1,2,1
5946,unk,unk,13,13,13,unk,unk,1,2,0
9701,unk,unk,unk,13,13,unk,unk,2,1,0
9702,unk,unk,unk,13,unk,unk,unk,1,unk,1
409,701,601,701,801,801,unk,unk,1,1,1
183,701,601,701,801,801,unk,unk,1,1,0
3903,unk,604,701,801,801,unk,unk,1,1,0
630,701,601,701,801,801,unk,unk,1,1,1
633,701,601,701,801,801,unk,unk,1,1,0
9453,unk,unk,unk,801,801,unk,unk,1,1,0
9448,unk,unk,unk,801,unk,unk,unk,1,unk,0
114,701,601,701,801,801,unk,unk,1,1,0
189,701,601,701,801,801,unk,unk,1,1,1
414,701,601,701,801,801,unk,unk,1,1,0
112,701,601,701,801,801,unk,unk,1,1,0
3193,706,606,701,801,804,unk,unk,1,1,1
635,701,601,701,801,801,unk,unk,1,unk,0
72,701,601,701,801,801,unk,unk,1,4,0
487,701,601,701,801,801,unk,unk,1,2,1
406,701,601,701,801,801,unk,unk,1,1,1
322,701,601,701,801,801,unk,unk,1,1,1
99,701,601,701,801,801,unk,unk,1,1,0
396,701,601,701,801,801,unk,unk,1,1,1
477,701,601,701,801,801,unk,unk,1,1,1
280,701,601,701,801,801,unk,unk,1,1,1
8100,unk,unk,701,801,801,unk,unk,1,1,1
9458,unk,unk,unk,801,unk,unk,unk,1,1,0
181,701,601,701,801,801,unk,unk,1,2,0
120,701,601,701,801,801,unk,unk,1,1,0
626,701,601,701,801,801,unk,unk,1,1,0
479,701,601,701,801,801,unk,unk,1,1,1
397,701,601,701,801,801,unk,unk,1,2,1
282,701,601,701,801,801,unk,unk,1,1,0
463,701,601,701,801,801,unk,unk,1,1,1
8032,701,unk,701,801,801,unk,unk,1,unk,0
9445,unk,unk,unk,801,801,unk,unk,1,unk,1
693,701,601,701,801,801,unk,unk,1,1,1
3,701,601,701,801,801,unk,unk,1,1,0
272,701,601,701,801,801,unk,unk,1,4,1
2434,702,602,702,801,801,unk,unk,1,unk,1
3779,706,606,706,801,801,unk,unk,1,unk,0
9039,unk,unk,701,801,801,unk,unk,1,1,0
176,701,601,701,801,801,unk,unk,1,1,1
493,701,601,701,801,801,unk,unk,1,1,1
9637,unk,unk,unk,801,801,unk,unk,1,1,0
9460,unk,unk,unk,801,unk,unk,unk,1,1,1
331,701,601,701,801,801,unk,unk,1,1,1
8047,701,unk,701,801,801,unk,unk,1,4,0
266,701,601,701,801,801,unk,unk,1,1,1
283,701,601,701,801,801,unk,unk,1,1,0
12,701,601,701,801,801,unk,unk,1,1,0
102,701,601,701,801,801,unk,unk,1,2,0
265,701,601,701,801,801,unk,unk,1,1,0
482,701,601,701,801,801,unk,unk,1,1,0
57,701,601,701,801,801,unk,unk,1,1,0
338,701,601,701,801,801,unk,unk,1,1,0
627,701,601,701,801,801,unk,unk,1,1,0
464,701,601,701,801,801,unk,unk,1,1,1
473,701,601,701,801,801,unk,unk,1,1,0
275,701,601,701,801,801,unk,unk,1,2,1
400,701,601,701,801,801,unk,unk,1,1,1
8,701,601,701,801,801,unk,unk,1,1,1
325,701,601,701,801,801,unk,unk,1,1,1
15,701,601,701,801,801,unk,unk,1,1,1
278,701,601,701,801,801,unk,unk,1,1,0
465,701,601,701,801,801,unk,unk,1,2,1
1,701,601,701,801,801,unk,unk,1,1,1
9449,unk,unk,unk,801,801,unk,unk,1,1,0
9452,unk,unk,unk,801,801,unk,unk,1,1,1
105,701,601,701,801,801,unk,unk,1,1,0
101,701,601,701,801,801,unk,unk,1,1,0
271,701,601,701,801,801,unk,unk,1,1,0
332,701,601,701,801,801,unk,unk,1,1,1
2,701,601,701,801,801,unk,unk,1,4,1
9,701,601,701,801,801,unk,unk,1,2,1
5,701,601,701,801,801,unk,unk,1,1,0
288,701,601,701,801,801,unk,unk,1,4,1
11,701,601,701,801,801,unk,unk,1,1,1
720,701,601,701,801,801,unk,unk,1,1,0
478,701,601,701,801,801,unk,unk,1,1,0
65,701,601,701,801,801,unk,unk,1,1,1
3033,706,606,701,801,801,unk,unk,1,3,1
9450,unk,unk,unk,801,unk,unk,unk,1,1,0
8796,unk,unk,701,801,804,unk,unk,1,2,0
326,701,601,701,801,801,unk,unk,1,1,0
113,701,601,701,801,801,unk,unk,1,unk,0
286,701,601,701,801,801,unk,unk,1,unk,1
632,701,601,701,801,801,unk,unk,1,1,1
337,701,601,701,801,801,unk,unk,1,1,0
71,701,601,701,801,801,unk,unk,1,1,0
59,701,601,701,801,801,unk,unk,1,1,0
412,701,601,701,801,801,unk,unk,1,1,1
685,701,601,701,801,801,unk,unk,1,1,1
9457,unk,unk,unk,801,801,unk,unk,1,unk,1
4077,701,604,701,801,801,unk,unk,1,4,1
8039,701,unk,701,801,801,unk,unk,1,1,1
669,701,601,701,801,801,unk,unk,1,unk,1
9456,unk,unk,unk,801,801,unk,unk,1,1,0
188,701,601,701,801,801,unk,unk,1,1,0
9447,unk,unk,unk,801,801,unk,unk,1,1,1
177,701,601,701,801,801,unk,unk,1,1,1
484,701,601,701,801,801,unk,unk,1,1,1
270,701,601,701,801,801,unk,unk,1,1,0
488,701,601,701,801,801,unk,unk,1,1,1
273,701,601,701,801,801,unk,unk,1,1,1
8046,701,unk,701,801,801,unk,unk,1,1,0
408,701,601,701,801,801,unk,unk,1,1,1
492,701,601,701,801,801,unk,unk,1,1,1
327,701,601,701,801,801,unk,unk,1,1,0
119,701,601,701,801,801,unk,unk,1,1,0
9455,unk,unk,unk,801,801,unk,unk,1,1,0
342,701,601,701,801,801,unk,unk,1,1,0
118,701,601,701,801,801,unk,unk,1,1,0
628,701,601,701,801,801,unk,unk,1,1,0
192,701,601,701,801,801,unk,unk,1,1,1
660,701,601,701,801,801,unk,unk,1,1,0
401,701,601,701,801,801,unk,unk,1,1,1
56,701,601,701,801,801,unk,unk,1,1,0
9446,unk,unk,unk,801,unk,unk,unk,1,1,1
664,701,601,701,801,801,unk,unk,1,1,0
103,701,601,701,801,801,unk,unk,1,2,1
629,701,601,701,801,801,unk,unk,1,4,1
334,701,601,701,801,801,unk,unk,1,1,1
6,701,601,701,801,801,unk,unk,1,1,0
483,701,601,701,801,801,unk,unk,1,1,1
637,701,601,701,801,801,unk,unk,1,1,0
17,701,601,701,801,801,unk,unk,1,unk,1
323,701,601,701,801,801,unk,unk,1,1,0
289,701,601,701,801,801,unk,unk,1,2,1
66,701,601,701,801,801,unk,unk,1,1,1
405,701,601,701,801,801,unk,unk,1,1,0
491,701,601,701,801,801,unk,unk,1,2,1
329,701,601,701,801,801,unk,unk,1,1,0
8045,701,unk,701,801,801,unk,unk,1,4,0
9061,unk,unk,701,801,801,unk,unk,1,unk,0
404,701,601,701,801,801,unk,unk,1,2,0
402,701,601,701,801,801,unk,unk,1,1,1
9454,unk,unk,unk,801,801,unk,unk,1,1,0
4025,704,604,704,801,801,unk,unk,1,1,0
471,701,601,701,801,801,unk,unk,1,1,1
8098,unk,unk,701,801,801,unk,unk,1,4,1
64,701,601,701,801,801,unk,unk,1,1,0
640,701,601,701,801,801,unk,unk,1,unk,0
9451,unk,unk,unk,801,801,unk,unk,1,4,0
268,701,601,701,801,801,unk,unk,1,2,1
415,701,601,701,801,801,unk,unk,1,1,1
3859,701,604,701,801,801,unk,unk,1,1,0
691,701,601,701,801,801,unk,unk,1,1,0
46,701,601,701,801,801,unk,unk,1,2,1
474,701,601,701,801,801,unk,unk,1,1,1
98,701,601,701,801,801,unk,unk,1,2,0
315,701,601,701,801,801,unk,unk,1,1,0
341,701,601,701,801,801,unk,unk,1,1,0
285,701,601,701,801,801,unk,unk,1,1,1
319,701,601,701,801,801,unk,unk,1,1,1
58,701,601,701,801,801,unk,unk,1,1,1
4057,701,604,701,801,806,unk,unk,1,1,1
182,701,601,701,801,801,unk,unk,1,1,1
53,701,601,701,801,801,unk,unk,1,1,1
686,701,601,701,801,801,unk,unk,1,2,1
51,701,601,701,801,801,unk,unk,1,1,0
399,701,601,701,801,801,unk,unk,1,unk,0
661,701,601,701,801,801,unk,unk,1,2,1
490,701,601,701,801,801,unk,unk,1,1,1
190,701,601,701,801,801,unk,unk,1,1,0
281,701,601,701,801,801,unk,unk,1,2,1
333,701,601,701,801,801,unk,unk,1,1,1
403,701,601,701,801,801,unk,unk,1,1,0
277,701,601,701,801,801,unk,unk,1,2,0
694,701,601,701,801,801,unk,unk,1,1,0
9036,unk,unk,701,801,801,unk,unk,1,unk,1
178,701,601,701,801,801,unk,unk,1,1,0
61,701,601,701,801,801,unk,unk,1,1,0
330,701,601,701,801,801,unk,unk,1,1,1
320,701,601,701,801,801,unk,unk,1,1,1
485,701,601,701,801,801,unk,unk,1,1,1
480,701,601,701,801,801,unk,unk,1,1,1
9638,unk,unk,unk,801,801,unk,unk,1,4,0
55,701,601,701,801,801,unk,unk,1,4,1
179,701,601,701,801,801,unk,unk,1,2,0
476,701,601,701,801,801,unk,unk,1,1,1
267,701,601,701,801,801,unk,unk,1,4,1
48,701,601,701,801,801,unk,unk,1,1,1
494,701,601,701,801,801,unk,unk,1,2,1
8042,701,unk,701,801,801,unk,unk,1,1,1
475,701,601,701,801,801,unk,unk,1,2,1
9461,unk,unk,unk,801,unk,unk,unk,1,1,0
69,701,601,701,801,801,unk,unk,1,1,0
413,701,601,701,801,801,unk,unk,1,3,0
340,701,601,701,801,801,unk,unk,1,1,1
410,701,601,701,801,804,unk,unk,1,1,1
651,801,701,801,801,801,unk,unk,2,unk,0
481,701,601,701,801,801,unk,unk,1,unk,1
631,701,601,701,801,801,unk,unk,1,2,1
116,701,601,701,801,801,unk,unk,1,1,0
9463,unk,unk,unk,801,801,unk,unk,1,unk,0
318,701,601,701,801,801,unk,unk,1,1,1
411,701,601,701,801,801,unk,unk,1,2,0
276,701,601,701,801,801,unk,unk,1,1,0
638,701,601,701,801,801,unk,unk,1,1,1
393,701,601,701,801,801,unk,unk,1,1,1
8408,704,unk,701,801,801,unk,unk,1,4,0
185,701,601,701,801,801,unk,unk,1,1,0
407,701,601,701,801,801,unk,unk,1,1,0
499,701,601,701,801,801,unk,unk,1,1,1
3954,701,604,701,801,801,unk,unk,1,1,1
8035,701,unk,701,801,801,unk,unk,1,1,1
9462,unk,unk,unk,801,806,unk,unk,1,1,0
14,701,601,701,801,801,unk,unk,1,1,0
109,701,601,701,801,801,unk,unk,1,1,0
316,701,601,701,801,801,unk,unk,1,1,1
8052,801,unk,801,801,801,unk,unk,2,unk,0
60,701,601,701,801,801,unk,unk,1,unk,1
180,701,601,701,801,801,unk,unk,1,1,0
336,701,601,701,801,801,unk,unk,1,1,0
279,701,601,701,801,801,unk,unk,1,2,1
641,701,601,701,801,801,unk,unk,1,1,1
472,701,601,701,801,801,unk,unk,1,1,1
395,701,601,701,801,801,unk,unk,1,1,0
3943,704,604,704,801,801,unk,unk,1,3,1
1523,701,601,701,801,801,unk,unk,1,unk,0
274,701,601,701,801,801,unk,unk,1,2,0
662,701,601,701,801,801,unk,unk,1,1,1
501,701,601,701,801,801,unk,unk,1,1,1
636,701,601,701,801,801,unk,unk,1,1,1
117,701,601,701,801,801,unk,unk,1,1,0
655,701,601,701,801,801,unk,unk,1,2,1
657,701,601,701,801,801,unk,unk,1,1,1
19,701,601,701,801,801,unk,unk,1,1,0
18,701,601,701,801,801,unk,unk,1,unk,0
70,701,601,701,801,801,unk,unk,1,1,0
269,701,601,701,801,801,unk,unk,1,1,0
489,701,601,701,801,801,unk,unk,1,1,1
649,701,601,701,801,801,unk,unk,1,2,0
467,701,601,701,801,801,unk,unk,1,unk,1
9444,unk,unk,unk,801,801,unk,unk,1,unk,0
335,701,601,701,801,801,unk,unk,1,1,1
2437,702,602,702,801,801,unk,unk,1,unk,1
497,701,601,701,801,801,unk,unk,1,1,0
328,701,601,701,801,801,unk,unk,1,1,0
470,701,601,701,801,801,unk,unk,1,1,1
1522,unk,601,unk,801,unk,unk,unk,1,1,0
4035,704,604,704,801,801,unk,unk,1,1,1
68,701,601,701,801,801,unk,unk,1,1,0
398,701,601,701,801,801,unk,unk,1,1,0
8033,701,unk,701,801,801,unk,unk,1,1,1
104,701,601,701,801,801,unk,unk,1,1,0
9459,unk,unk,unk,801,unk,unk,unk,1,1,0
52,701,601,701,801,801,unk,unk,1,1,1
111,701,601,701,801,801,unk,unk,1,2,0
49,701,601,701,801,801,unk,unk,1,1,1
62,701,601,701,801,801,unk,unk,1,1,0
8794,unk,unk,701,801,unk,unk,unk,1,2,0
16,701,601,701,801,801,unk,unk,1,unk,0
115,701,601,701,801,801,unk,unk,1,1,0
9443,unk,unk,unk,801,801,unk,unk,1,unk,0
194,701,601,701,801,801,unk,unk,1,1,1
175,701,601,701,801,801,unk,unk,1,3,0
500,701,601,701,801,801,unk,unk,1,1,1
469,701,601,701,801,801,unk,unk,1,1,1
2388,702,602,702,802,802,unk,unk,1,1,1
2397,702,602,702,802,802,unk,unk,1,1,1
2384,702,602,702,802,802,unk,unk,1,3,1
2413,702,602,702,802,802,unk,unk,1,2,1
2375,702,602,702,802,802,unk,unk,1,3,1
2419,702,602,702,802,802,unk,unk,1,3,0
466,702,601,702,802,802,unk,unk,1,1,1
2411,702,602,702,802,802,unk,unk,1,1,0
2366,702,602,702,802,802,unk,unk,1,3,1
2423,702,602,702,802,802,unk,unk,1,unk,0
2439,702,602,702,802,802,unk,unk,1,2,0
2431,702,602,702,802,802,unk,unk,1,1,1
2440,702,602,702,802,802,unk,unk,1,1,0
2429,702,602,702,802,802,unk,unk,1,1,0
2369,702,602,702,802,802,unk,unk,1,unk,0
2412,702,602,702,802,802,unk,unk,1,1,1
634,702,601,702,802,802,unk,unk,1,unk,0
2459,702,602,702,802,802,unk,unk,1,3,0
2408,702,602,702,802,802,unk,unk,1,1,1
2380,702,602,702,802,802,unk,unk,1,1,0
2389,702,602,702,802,802,unk,unk,1,1,1
2387,702,602,702,802,802,unk,unk,1,1,0
2409,702,602,702,802,802,unk,unk,1,1,1
2457,702,602,13,802,802,unk,unk,1,1,0
2449,702,602,702,802,802,unk,unk,1,3,1
2382,702,602,702,802,802,unk,unk,1,1,0
2452,702,602,702,802,802,unk,unk,1,4,1
2456,702,602,702,802,802,unk,unk,1,3,1
2367,702,602,702,802,802,unk,unk,1,2,1
2371,702,602,702,802,802,unk,unk,1,1,0
2405,unk,602,unk,802,802,unk,unk,1,1,1
2407,702,602,702,802,802,unk,unk,1,1,0
2395,702,602,702,802,802,unk,unk,1,3,0
2421,702,602,702,802,802,unk,unk,1,3,0
2435,702,602,702,802,802,unk,unk,1,unk,0
9687,unk,unk,unk,802,802,unk,unk,1,1,0
2396,702,602,702,802,802,unk,unk,1,1,0
2368,702,602,702,802,802,unk,unk,1,2,1
2377,702,602,702,802,802,unk,unk,1,2,1
2410,702,602,702,802,802,unk,unk,1,1,0
2402,702,602,702,802,802,unk,unk,1,4,1
2415,702,602,702,802,802,unk,unk,1,3,0
3318,706,706,706,802,802,unk,unk,2,4,1
2446,702,602,702,802,802,unk,unk,1,2,0
2374,702,602,702,802,802,unk,unk,1,3,1
2393,702,602,702,802,802,unk,unk,1,1,1
2379,702,602,702,802,unk,unk,unk,1,1,0
2432,702,602,702,802,802,unk,unk,1,4,1
2425,702,602,702,802,802,unk,unk,1,4,0
2364,702,602,702,802,802,unk,unk,1,2,0
2376,702,602,702,802,802,unk,unk,1,1,0
2401,702,602,702,802,802,unk,unk,1,1,1
2372,702,602,702,802,802,unk,unk,1,1,1
2418,702,602,702,802,802,unk,unk,1,4,0
2403,702,602,702,802,802,unk,unk,1,1,1
2365,702,602,702,802,802,unk,unk,1,3,0
2453,702,602,702,802,802,unk,unk,1,3,0
2406,702,602,702,802,802,unk,unk,1,1,1
2454,702,602,702,802,802,unk,unk,1,3,1
2445,702,602,702,802,802,unk,unk,1,3,1
2399,702,602,702,802,802,unk,unk,1,3,1
2427,702,602,702,802,802,unk,unk,1,3,0
2433,702,602,702,802,802,unk,unk,1,1,0
2373,702,602,702,802,802,unk,unk,1,3,0
2404,702,602,702,802,802,unk,unk,1,1,0
2414,702,602,702,802,802,unk,unk,1,1,1
2394,702,602,702,802,802,unk,unk,1,1,1
2391,702,602,702,802,802,unk,unk,1,3,1
2424,702,602,702,802,802,unk,unk,1,unk,0
2455,702,602,702,802,802,unk,unk,1,3,0
2442,702,602,702,802,802,unk,unk,1,4,0
2436,702,602,702,802,802,unk,unk,1,2,1
2381,702,602,702,802,802,unk,unk,1,1,0
