id,c2_net,c1_net,c3_net,c4_net,c5_net,c6_net,c7_net,cohort,Race,Sex
2036,709,609,709,809,809,914,914,1,3,0
1794,709,609,709,809,809,914,914,1,2,0
1809,709,609,709,809,809,914,914,1,1,1
2012,709,609,709,809,809,unk,unk,1,1,1
9470,unk,unk,unk,809,809,unk,unk,1,4,0
1790,709,609,709,809,809,914,914,1,1,1
2167,709,609,709,809,809,914,914,1,2,1
1862,709,609,709,809,809,914,914,1,2,0
1736,709,609,709,809,809,914,914,1,1,0
2096,709,609,709,809,809,914,914,1,1,0
2223,709,609,709,809,809,914,914,1,2,0
1742,709,609,709,809,809,914,914,1,1,1
1999,709,609,709,809,809,914,914,1,1,1
1795,709,609,709,809,809,914,914,1,1,1
1997,709,609,709,809,809,914,914,1,4,1
2253,709,609,709,809,809,unk,unk,1,unk,1
2055,709,609,709,809,809,914,unk,1,2,0
2204,709,609,709,809,809,unk,unk,1,2,0
827,710,610,710,810,810,914,914,1,2,1
1404,710,610,710,810,810,914,914,1,1,1
1187,710,610,710,810,810,914,914,1,2,0
818,710,610,710,810,810,914,914,1,1,0
1408,710,610,710,810,810,914,914,1,1,0
1050,710,610,710,810,810,914,unk,1,unk,0
1183,710,610,710,810,810,914,914,1,1,0
1249,710,610,710,810,810,914,914,1,1,0
1415,710,610,710,810,810,914,914,1,1,1
981,710,610,710,810,810,914,unk,1,1,0
985,710,610,710,810,810,914,914,1,2,0
1339,710,610,710,810,810,914,914,1,1,0
8143,710,unk,710,810,914,unk,unk,1,unk,0
8125,710,unk,710,810,810,unk,unk,1,2,0
826,710,610,710,810,810,914,914,1,1,1
1255,710,610,710,810,810,914,unk,1,1,0
1423,710,610,710,810,810,914,914,1,2,0
1038,710,610,710,810,810,914,unk,1,1,0
1402,710,610,710,810,810,914,914,1,1,1
1332,710,610,710,810,810,unk,unk,1,4,1
1268,710,610,710,810,810,914,unk,1,2,0
1474,710,610,710,810,810,unk,unk,1,1,1
756,710,610,710,810,810,914,914,1,1,1
958,710,610,710,810,810,914,914,1,1,1
9438,unk,unk,unk,810,810,unk,unk,1,unk,0
8141,710,unk,710,810,810,914,914,1,2,1
1276,710,610,710,810,810,914,914,1,2,0
733,710,610,710,810,810,914,914,1,1,0
9435,unk,unk,unk,810,810,unk,914,1,unk,0
9433,unk,unk,unk,810,810,unk,unk,1,1,0
1034,710,610,710,810,810,914,914,1,1,0
1197,710,610,710,810,810,914,914,1,1,0
1037,710,610,710,810,810,914,914,1,2,1
822,710,610,710,810,810,914,914,1,1,1
2739,11,11,unk,810,810,914,914,2,1,0
1055,710,610,710,810,810,914,914,1,1,1
930,810,710,810,810,914,914,914,2,2,1
9434,unk,unk,unk,810,810,unk,unk,1,2,1
1267,710,610,710,810,810,914,914,1,2,0
1271,710,610,710,810,810,914,914,1,1,1
1327,710,610,710,810,810,914,914,1,1,0
1117,710,610,710,810,810,914,unk,1,1,1
1035,710,610,710,810,810,914,914,1,1,0
879,710,610,710,810,810,914,914,1,1,1
906,710,610,710,810,810,914,914,1,1,0
893,710,610,710,810,810,914,914,1,2,0
8112,710,unk,710,810,810,914,914,1,1,0
894,710,610,710,810,810,914,914,1,1,1
9009,unk,unk,710,810,809,914,914,1,1,1
9007,unk,unk,710,810,810,unk,unk,1,1,0
1118,710,610,710,810,810,914,914,1,2,1
1340,710,610,710,810,810,914,914,1,2,0
740,710,610,710,810,810,914,914,1,1,1
959,710,610,710,810,810,914,914,1,1,1
829,710,610,710,810,810,914,914,1,1,1
1330,710,610,710,810,810,914,914,1,2,0
979,710,610,710,810,810,914,914,1,2,0
1046,710,610,710,810,810,unk,914,1,2,1
8106,710,unk,710,810,810,914,914,1,1,1
1401,710,610,710,810,810,914,914,1,4,1
932,810,710,810,810,810,914,unk,2,2,1
1331,710,610,710,810,810,914,914,1,1,1
1044,710,610,710,810,810,914,914,1,unk,0
739,710,610,710,810,810,914,914,1,1,0
1347,710,610,710,810,810,914,914,1,1,1
1426,710,610,710,810,810,914,914,1,2,1
1057,710,610,710,810,810,914,914,1,2,1
961,710,610,710,810,810,914,914,1,4,0
1254,710,610,710,810,810,unk,unk,1,1,1
8117,710,unk,710,810,810,914,914,1,unk,0
878,710,610,710,810,810,914,914,1,1,0
1424,710,610,710,810,810,914,914,1,1,0
892,710,610,710,810,810,914,914,1,2,1
1422,710,610,710,810,810,914,914,1,3,0
1256,709,610,709,810,810,914,914,1,4,0
1129,710,610,710,810,810,914,914,1,1,0
888,710,610,710,810,810,914,914,1,1,0
757,710,610,710,810,810,914,914,1,2,1
966,710,610,710,810,810,914,914,1,1,1
821,710,610,710,810,810,914,914,1,1,1
770,710,710,710,810,810,914,914,2,4,0
8110,710,unk,710,810,810,unk,unk,1,1,0
1412,710,610,710,810,810,914,914,1,1,0
1196,710,610,710,810,810,914,914,1,1,1
1251,710,610,710,810,810,914,914,1,1,0
831,710,610,710,810,810,unk,unk,1,2,0
1326,710,610,710,810,810,914,914,1,2,1
820,710,610,710,810,810,unk,914,1,2,0
735,710,610,710,810,810,914,914,1,1,1
814,710,610,710,810,810,914,914,1,1,0
900,710,610,710,810,810,914,914,1,3,1
8136,810,unk,810,810,810,unk,unk,2,2,1
759,710,610,710,810,810,914,914,1,2,1
1193,710,610,710,810,810,914,914,1,1,0
1349,710,610,710,810,810,914,914,1,unk,1
903,710,610,710,810,810,914,914,1,unk,1
962,710,610,710,810,810,914,914,1,2,1
738,710,610,710,810,810,914,914,1,1,1
1182,710,610,710,810,810,914,914,1,1,1
1248,710,610,710,810,810,914,914,1,1,0
1130,710,610,710,810,810,914,914,1,1,1
805,710,610,710,810,810,914,914,1,2,1
908,710,610,710,810,unk,unk,unk,1,2,0
1077,710,710,710,810,810,914,unk,2,2,0
741,710,610,710,810,810,914,914,1,1,1
971,710,610,710,810,810,914,914,1,1,0
1399,710,610,710,810,810,914,914,1,unk,0
1427,710,610,710,810,810,unk,unk,1,4,0
825,710,610,710,810,810,unk,unk,1,2,0
905,710,610,710,810,810,unk,unk,1,1,0
1188,710,610,710,810,810,914,914,1,unk,0
1411,710,610,710,810,810,914,914,1,2,0
1116,710,610,710,810,810,914,914,1,2,1
9437,unk,unk,unk,810,810,unk,unk,1,2,0
8130,710,unk,710,810,810,914,914,1,1,0
1270,710,610,710,810,810,unk,unk,1,2,0
760,710,610,710,810,810,914,914,1,1,0
1112,710,610,710,810,810,914,914,1,1,0
744,710,610,710,810,810,914,914,1,2,0
1403,710,610,710,810,810,914,914,1,2,0
1344,710,610,710,810,810,914,914,1,2,0
895,710,610,710,810,810,914,914,1,2,1
1195,710,610,710,810,810,914,914,1,2,1
1338,710,610,710,810,810,914,914,1,1,0
1421,710,610,710,810,810,914,914,1,1,1
1273,unk,610,710,810,810,914,914,1,1,0
9698,unk,unk,unk,810,810,914,unk,1,2,1
810,710,610,710,810,810,914,914,1,1,0
823,710,610,710,810,810,914,914,1,1,0
1348,710,610,710,810,810,914,914,1,2,1
897,710,610,710,810,810,914,914,1,1,1
1414,710,610,710,810,810,unk,unk,1,1,0
1407,710,610,710,810,810,unk,914,1,4,1
1274,710,610,710,810,810,914,914,1,1,0
1128,710,610,710,810,810,914,914,1,1,0
1275,710,610,710,810,unk,unk,unk,1,1,0
1343,710,610,710,810,810,914,914,1,1,1
1033,710,610,710,810,810,914,914,1,unk,0
1120,710,610,710,810,810,914,914,1,1,1
2035,710,609,710,810,810,914,914,1,3,0
1437,710,710,11,810,11,914,unk,2,1,0
2003,709,609,709,810,810,914,914,1,1,0
1333,710,610,710,810,810,914,914,1,2,1
734,710,610,710,810,810,914,914,1,2,1
1252,710,610,710,810,810,914,914,1,2,1
1400,710,610,710,810,810,914,unk,1,unk,1
885,710,610,710,810,810,914,914,1,2,1
1350,710,710,710,810,810,914,914,2,2,0
807,710,610,710,810,810,914,914,1,1,0
1334,710,610,710,810,810,914,914,1,1,0
1261,710,610,710,810,810,914,914,1,1,1
8126,710,unk,710,810,810,unk,unk,1,1,1
1265,710,610,710,810,810,914,914,1,1,1
1269,710,610,710,810,810,914,914,1,4,1
8139,710,unk,710,810,810,914,unk,1,1,0
980,710,610,710,810,810,914,914,1,2,0
8230,709,unk,709,810,810,914,914,1,1,0
1131,710,610,710,810,810,914,914,1,4,0
907,710,610,710,810,810,914,914,1,1,1
1325,710,610,710,810,810,914,914,1,2,0
1115,710,610,710,810,810,914,914,1,1,1
9439,unk,unk,unk,810,810,914,914,1,4,1
747,710,610,710,810,810,914,unk,1,2,0
1329,710,610,710,810,810,914,914,1,2,0
9028,unk,unk,710,810,810,914,914,1,3,1
736,710,610,710,810,810,914,914,1,1,0
9432,unk,unk,unk,810,810,914,914,1,unk,0
1250,710,610,710,810,810,914,914,1,1,0
832,710,710,710,810,810,914,unk,2,2,0
1054,710,610,710,810,810,914,unk,1,2,0
9442,unk,unk,unk,810,810,unk,unk,1,2,1
1405,710,610,710,810,810,914,914,1,unk,0
1111,710,610,710,810,810,914,914,1,2,0
967,710,610,710,810,810,914,914,1,1,0
889,710,610,710,810,810,914,914,1,4,1
1203,710,610,710,810,810,914,914,1,1,0
1109,710,610,710,810,810,914,914,1,1,0
1040,710,610,710,810,810,914,914,1,1,0
8124,710,unk,710,810,810,unk,unk,1,4,0
1052,710,610,710,810,810,914,914,1,2,0
1122,710,610,710,810,810,914,914,1,2,0
1205,710,610,710,810,810,914,914,1,2,1
1266,710,610,710,810,810,914,914,1,2,1
891,710,610,710,810,810,914,914,1,1,0
880,710,610,710,810,810,914,914,1,1,1
1803,unk,609,unk,810,810,914,914,1,2,1
808,710,610,710,810,810,914,914,1,1,1
1151,810,710,810,810,914,914,914,2,1,1
9090,unk,unk,709,810,810,unk,unk,1,2,1
1053,710,610,710,810,810,914,914,1,2,0
9440,unk,unk,unk,810,11,unk,unk,1,unk,0
1079,810,710,810,810,810,914,914,2,1,0
1604,709,709,709,810,810,914,914,2,1,0
1201,710,610,710,810,810,914,914,1,unk,0
748,710,610,710,810,810,914,unk,1,2,0
1185,710,610,710,810,810,914,914,1,1,0
811,710,610,710,810,810,914,914,1,unk,1
1049,710,610,710,810,810,914,914,1,1,0
1042,710,610,710,810,810,914,914,1,1,0
1059,710,610,710,810,810,unk,unk,1,1,1
746,710,610,710,810,810,914,914,1,1,1
1406,710,610,710,810,810,914,914,1,2,1
1039,710,610,710,810,810,914,914,1,2,0
1133,710,610,710,810,810,unk,unk,1,1,1
817,710,610,710,810,810,914,914,1,1,1
8133,810,unk,810,810,914,unk,unk,2,2,0
1041,710,610,710,810,unk,unk,unk,1,3,0
1189,unk,610,unk,810,810,914,914,1,unk,0
1036,710,610,710,810,810,914,914,1,2,0
847,710,710,710,810,810,914,unk,2,unk,0
887,710,610,710,810,810,914,914,1,4,1
830,710,610,710,810,810,unk,unk,1,2,0
809,710,610,710,810,810,914,914,1,3,1
2757,11,11,11,810,810,914,914,1,2,0
1341,710,610,710,810,810,914,914,1,1,1
1263,710,610,710,810,810,914,914,1,2,1
732,710,610,710,810,810,914,914,1,1,1
9027,unk,unk,710,810,810,914,914,1,1,1
970,710,610,710,810,810,914,914,1,1,1
1123,710,610,710,810,810,914,914,1,1,0
968,710,610,710,810,810,914,914,1,1,0
8118,710,unk,710,810,810,914,914,1,2,0
1410,710,610,710,810,810,914,914,1,1,1
969,710,610,710,810,810,914,914,1,1,0
1126,710,610,710,810,809,914,914,1,2,0
1110,710,610,710,810,unk,unk,unk,1,1,1
1342,710,610,710,810,810,914,914,1,1,0
752,710,610,710,810,810,914,914,1,1,0
815,710,610,710,810,810,914,unk,1,2,1
881,710,610,710,810,810,unk,914,1,4,0
742,710,610,710,810,810,914,914,1,1,1
986,710,610,710,810,810,914,914,1,1,0
898,710,610,710,810,810,unk,unk,1,2,1
2740,11,11,11,810,11,unk,unk,1,1,0
8105,710,unk,710,810,810,914,914,1,3,1
1345,710,610,710,810,810,unk,unk,1,1,0
750,710,610,710,810,810,914,914,1,1,0
1324,710,610,710,810,810,914,914,1,1,0
1194,710,610,710,810,810,914,914,1,2,0
754,710,610,710,810,810,914,914,1,unk,0
8127,710,unk,710,810,810,914,914,1,1,0
1419,710,610,710,810,810,914,914,1,2,0
758,710,610,710,810,11,914,914,1,2,0
1068,810,710,810,810,914,914,914,2,3,0
1335,710,610,710,810,810,914,914,1,1,1
984,710,610,710,810,810,914,914,1,1,1
753,710,610,710,810,810,914,914,1,4,1
899,710,610,710,810,810,914,914,1,1,1
812,710,610,710,810,810,914,914,1,2,1
1198,710,610,710,810,810,914,914,1,2,0
1200,710,610,710,810,810,914,914,1,1,0
1045,710,610,710,810,810,914,914,1,1,1
1272,710,610,710,810,810,914,914,1,1,0
1418,710,610,710,810,810,914,914,1,2,0
8135,710,unk,710,810,810,914,914,1,unk,0
1337,710,610,710,810,810,914,914,1,unk,1
972,710,610,710,810,810,914,914,1,2,1
9441,unk,unk,unk,810,810,unk,unk,1,2,1
9110,unk,unk,710,810,810,914,914,1,2,1
1413,710,610,710,810,810,914,914,1,1,0
8129,710,unk,710,810,810,914,914,1,1,0
974,710,610,710,810,810,unk,914,1,2,1
9436,unk,unk,unk,810,810,914,unk,1,unk,1
1186,710,610,710,810,810,914,914,1,2,0
2339,unk,709,11,810,810,unk,unk,2,unk,0
1259,710,610,710,810,810,914,914,1,2,1
1058,710,610,unk,810,810,914,914,1,1,1
1191,710,610,710,810,810,914,914,1,2,0
1124,710,610,710,810,810,914,914,1,2,1
1247,710,610,710,810,810,unk,unk,1,2,0
1417,710,610,710,810,810,914,914,1,1,1
1262,710,610,710,810,810,914,914,1,1,0
1190,710,610,710,810,810,914,914,1,1,0
2001,709,609,710,810,810,914,914,1,2,0
965,710,610,710,810,810,914,914,1,4,1
749,11,610,unk,810,810,914,unk,1,2,1
1204,710,610,710,810,810,914,914,1,1,1
1048,710,610,710,810,810,914,914,1,2,1
751,710,610,710,810,810,914,unk,1,2,0
1043,710,610,710,810,810,914,914,1,1,0
882,710,610,710,810,810,914,914,1,1,0
953,914,810,914,914,unk,unk,unk,3,4,0
1300,914,810,914,914,914,914,914,3,1,0
1216,810,710,810,914,914,914,914,2,4,0
2236,809,709,809,914,914,914,914,2,2,0
1916,809,709,809,914,914,914,914,2,4,0
8132,810,unk,810,914,914,914,914,2,1,1
784,914,810,914,914,914,914,914,3,1,1
2070,914,809,914,914,914,914,914,3,2,1
1692,809,709,809,914,914,914,914,2,1,1
2737,810,11,11,914,unk,unk,unk,2,1,0
1727,809,709,809,914,914,914,914,2,2,1
9538,unk,unk,unk,914,11,unk,unk,2,unk,0
1173,914,810,914,914,914,914,unk,3,2,0
8189,914,unk,914,914,914,914,914,3,1,1
9511,unk,unk,unk,914,914,914,914,2,1,0
1585,809,709,809,914,914,914,914,2,1,1
780,810,710,810,914,914,914,unk,2,1,1
1321,914,810,914,914,914,914,914,3,2,0
2311,809,809,809,914,914,914,914,3,unk,1
1833,809,709,809,914,914,914,914,2,1,0
1761,914,809,914,914,914,914,914,3,1,0
951,914,810,914,914,914,914,914,3,2,1
769,810,710,810,914,914,914,914,2,2,0
1988,914,809,914,914,914,914,914,3,1,0
854,914,810,914,914,914,914,914,3,1,1
1826,809,709,809,914,914,914,914,2,1,1
1976,914,809,914,914,914,914,914,3,1,0
1232,914,810,914,914,914,914,unk,3,2,0
1502,810,710,810,914,914,unk,914,2,1,0
1655,914,809,914,914,914,unk,unk,3,1,0
1618,914,809,914,914,914,914,914,3,1,1
8109,810,unk,810,914,914,914,914,2,1,1
1215,810,710,810,914,914,914,914,2,2,0
1622,914,809,914,914,914,914,914,3,1,0
9662,unk,unk,unk,914,914,914,914,3,unk,1
1278,810,710,810,914,914,914,914,2,1,0
1165,914,810,914,914,914,914,914,3,1,1
2132,914,809,914,914,914,914,914,3,2,0
2189,809,709,809,914,914,914,914,2,1,1
1290,810,710,810,914,914,914,914,2,1,0
768,810,710,810,914,914,914,914,2,3,1
910,810,710,810,914,914,914,914,2,2,0
1141,810,710,810,914,914,914,914,2,1,0
1921,809,709,809,914,unk,914,unk,2,4,0
1667,unk,709,unk,914,914,914,914,2,2,1
1504,810,710,810,914,914,914,914,2,2,0
1529,914,809,914,914,914,914,unk,3,1,0
8107,810,unk,810,914,914,914,914,2,3,0
2359,809,709,809,914,914,914,914,2,2,1
9499,unk,unk,unk,914,914,unk,unk,3,1,0
1370,810,710,810,914,914,914,914,2,1,0
9540,unk,unk,unk,914,914,914,unk,2,unk,0
2084,809,609,809,914,809,914,914,1,2,0
1223,810,710,810,914,914,914,914,2,1,0
1670,809,709,809,914,914,914,914,2,2,1
1006,810,710,810,914,914,914,914,2,1,1
1679,809,709,809,914,914,914,unk,2,1,1
1728,809,709,809,914,914,914,914,2,2,0
1102,914,810,914,914,914,914,914,3,2,1
998,810,710,810,914,914,914,914,2,2,1
911,810,710,810,914,914,914,unk,2,unk,0
1167,914,810,914,914,914,914,914,3,unk,0
2182,809,709,809,914,914,914,914,2,1,0
2190,809,709,809,914,914,914,914,2,1,1
2068,914,809,914,914,914,unk,unk,3,1,1
875,914,810,914,914,914,914,914,3,1,0
1989,914,809,914,914,914,914,914,3,2,1
1097,914,810,914,914,914,914,914,3,2,1
1595,809,709,809,914,914,914,unk,2,1,1
1213,810,710,810,914,914,914,914,2,1,1
1693,809,709,809,914,914,914,914,2,2,1
1869,809,709,809,914,914,914,914,2,1,0
835,810,710,810,914,914,914,914,2,2,1
1488,914,710,914,914,914,914,unk,2,2,0
1384,914,810,914,914,914,914,914,3,1,0
2115,914,809,914,914,914,914,914,3,1,1
1627,914,809,914,914,914,914,914,3,4,1
837,810,710,810,914,914,914,914,2,1,0
1134,810,710,810,914,914,914,914,2,1,1
9533,unk,unk,unk,914,914,914,914,2,unk,0
1228,914,810,914,914,914,914,914,3,2,1
1686,809,709,809,914,914,914,914,2,2,1
1139,810,710,810,914,914,unk,unk,2,1,1
1398,914,810,914,914,914,914,914,3,2,1
1450,914,810,914,914,914,914,unk,3,2,1
9480,unk,unk,unk,914,914,914,914,3,unk,0
839,810,710,810,914,914,914,914,2,1,1
991,810,710,810,914,914,914,914,2,1,1
8151,914,unk,914,914,914,914,914,3,1,1
1642,914,809,914,914,914,914,914,3,1,0
1643,914,809,914,914,914,914,914,3,1,1
1945,914,809,914,914,914,914,914,3,4,1
1726,809,709,809,914,914,914,914,2,2,1
1377,914,810,914,914,914,914,914,3,2,0
1638,914,809,914,914,914,914,914,3,1,0
1701,809,709,809,914,914,914,914,2,2,1
1599,709,709,709,914,914,914,914,2,unk,0
1005,810,710,810,914,914,914,914,2,2,0
1985,914,809,914,914,914,914,914,3,1,1
2736,11,11,810,914,914,914,unk,2,1,0
1464,914,810,914,914,914,unk,unk,3,1,1
1755,914,809,914,914,914,914,914,3,unk,1
1714,914,809,914,914,914,914,unk,3,1,0
9476,unk,unk,unk,914,914,unk,unk,2,unk,0
1493,unk,710,11,914,914,914,unk,2,2,1
843,810,710,810,914,914,914,914,2,2,1
1029,914,810,914,914,914,914,914,3,1,0
1371,810,710,810,914,914,914,914,2,4,0
1436,810,710,810,914,914,914,914,2,1,1
1617,914,809,914,914,914,914,914,3,1,1
1305,914,810,914,914,914,914,914,3,2,1
1657,709,709,709,914,914,unk,unk,2,2,0
833,810,710,810,914,914,914,unk,2,2,0
8152,914,unk,914,914,914,914,914,3,1,1
1832,809,709,809,914,unk,unk,914,2,1,0
1652,914,809,914,914,914,914,914,3,1,1
866,914,810,914,914,914,914,914,3,4,1
1910,809,709,809,914,914,914,unk,2,1,1
9524,unk,unk,unk,914,914,unk,unk,2,2,0
1293,810,710,810,914,914,914,914,2,1,0
1353,809,710,810,914,914,914,914,2,1,0
1633,914,809,914,914,914,914,914,3,1,1
8101,810,unk,810,914,914,914,914,2,2,0
872,914,810,914,914,914,914,914,3,2,1
1432,810,710,810,914,914,914,914,2,3,0
9530,unk,unk,unk,914,914,914,914,2,2,0
1650,914,809,914,914,914,914,914,3,2,1
1492,810,710,810,914,914,914,914,2,1,0
2248,809,709,809,914,914,914,914,2,1,0
8338,809,unk,809,914,914,914,914,2,1,1
9510,unk,unk,unk,914,914,914,unk,2,unk,1
1361,810,710,810,914,914,914,914,2,1,1
1161,914,810,914,914,914,914,914,3,1,0
1613,914,809,914,914,914,914,914,3,1,0
1870,809,709,809,914,914,914,914,2,1,0
9475,unk,unk,unk,914,914,unk,unk,3,unk,1
2744,11,11,unk,914,914,914,914,3,1,0
1315,914,810,914,914,914,914,914,3,1,1
2357,809,709,809,914,914,914,914,2,1,1
1887,809,709,809,914,914,914,914,2,1,0
1027,914,810,914,914,914,914,914,3,1,1
1374,914,810,914,914,914,914,914,3,1,0
1356,810,710,810,914,914,914,914,2,1,0
1661,809,709,809,914,914,unk,unk,2,1,1
2250,809,709,809,914,914,914,914,2,2,1
1105,914,810,914,914,914,914,914,3,2,0
1959,914,809,914,914,914,914,914,3,2,0
8169,914,unk,914,914,914,914,914,3,1,0
1948,914,809,914,914,914,914,unk,3,unk,0
1466,914,810,914,914,914,914,914,3,1,1
1009,914,810,914,914,914,914,914,3,1,0
771,810,710,810,914,914,914,914,2,4,1
8104,810,unk,810,914,914,914,914,2,3,1
1312,914,810,914,914,914,914,914,3,1,0
1900,809,709,809,914,914,914,914,2,1,1
9094,unk,unk,11,914,914,unk,unk,2,unk,1
1699,809,709,809,914,914,914,914,2,2,1
775,810,710,810,914,914,914,914,2,1,0
763,810,710,810,914,914,914,914,2,1,1
1357,810,710,810,914,914,914,unk,2,2,0
2242,809,709,809,914,914,914,914,2,2,1
1536,810,710,810,914,914,unk,unk,2,4,1
1949,914,809,914,914,914,914,914,3,1,1
8195,914,unk,914,914,914,unk,unk,3,2,0
2030,809,709,809,914,914,914,914,2,1,1
9518,unk,unk,unk,914,914,914,914,2,2,1
1433,810,710,810,914,914,914,914,2,2,0
1236,914,810,914,914,914,unk,unk,3,2,1
1706,914,809,914,914,914,914,914,3,1,1
1897,809,709,809,914,914,914,914,2,1,1
1662,809,709,809,914,914,914,914,2,1,0
1979,914,809,914,914,914,914,914,3,1,0
988,810,710,810,914,914,914,914,2,1,0
2244,809,709,809,914,914,914,914,2,1,0
1101,810,810,810,914,914,unk,unk,3,2,1
1283,810,710,810,914,914,914,914,2,3,0
1147,810,710,810,914,914,914,914,2,2,0
2292,914,809,914,914,914,914,914,3,unk,0
1166,914,810,914,914,914,914,914,3,1,0
8197,914,unk,914,914,914,914,914,3,2,1
1967,914,809,914,914,914,914,914,3,1,1
1143,810,710,810,914,914,914,914,2,4,0
1969,914,809,914,914,914,914,914,3,3,0
1380,914,810,914,914,914,914,914,3,unk,0
952,914,810,914,914,914,914,914,3,4,1
1830,809,709,809,914,914,914,914,2,1,1
1501,810,710,810,914,914,914,914,2,1,1
1931,914,809,914,914,914,914,914,3,1,0
2130,914,809,914,914,914,914,914,3,1,1
9536,unk,unk,unk,914,914,unk,unk,3,unk,0
834,810,710,810,914,914,914,914,2,1,1
838,810,710,810,914,914,914,unk,2,unk,1
1764,914,809,914,914,914,914,unk,3,4,0
1366,810,710,810,914,914,914,914,2,1,1
1014,914,810,914,914,914,914,unk,3,1,0
1393,914,810,914,914,914,914,914,3,4,0
1920,809,709,809,914,914,914,914,2,1,0
1874,809,709,809,914,914,914,914,2,1,1
8166,914,unk,914,914,914,914,914,3,1,0
1397,914,810,914,914,914,914,914,3,2,1
1664,809,709,809,914,914,914,914,2,2,1
1355,810,710,810,914,914,914,914,2,3,0
1281,810,710,810,914,914,914,914,2,1,0
1626,914,809,914,914,914,914,914,3,1,0
9489,unk,unk,unk,914,914,914,914,3,1,0
2136,914,809,914,914,914,914,unk,3,1,0
1372,810,710,810,914,914,914,914,2,1,0
1634,914,809,914,914,914,914,914,3,1,0
2141,914,809,914,914,914,914,914,3,1,1
1725,809,709,809,914,914,914,914,2,1,0
1649,914,809,914,914,914,914,914,3,1,1
1953,914,809,914,914,914,914,914,3,1,0
8216,809,unk,809,914,11,914,914,2,2,0
1000,807,710,807,914,914,914,914,2,2,1
1656,809,709,809,914,914,914,914,2,2,1
1150,810,710,810,914,914,914,914,2,2,0
1678,809,709,809,914,914,914,914,2,1,1
1545,810,709,810,914,unk,unk,unk,2,2,1
1991,914,809,914,914,914,914,914,3,unk,0
1647,914,809,914,914,914,914,unk,3,4,0
1234,914,810,914,914,914,914,914,3,2,1
2247,809,709,809,914,914,914,914,2,1,1
1707,914,809,914,914,914,914,914,3,2,0
943,914,810,914,914,914,914,914,3,1,0
1383,914,810,914,914,914,unk,unk,3,2,0
1765,914,809,914,914,914,914,914,3,1,0
1836,809,709,809,914,914,914,914,2,1,1
1975,914,809,914,914,914,914,914,3,4,1
1615,914,809,914,914,914,914,914,3,1,0
1587,809,709,809,914,914,914,914,2,2,0
1179,914,810,914,914,914,914,914,3,1,0
1586,809,709,809,914,914,914,914,2,1,1
1279,810,710,810,914,914,914,914,2,1,0
1872,809,709,809,914,914,unk,unk,2,unk,0
1351,810,710,810,914,914,914,914,2,2,0
1873,809,709,809,914,914,914,914,2,1,1
1069,810,710,810,914,914,914,914,2,1,0
2273,809,709,809,914,914,914,914,2,unk,0
1981,914,809,914,914,914,914,914,3,1,1
9660,unk,unk,unk,914,914,914,unk,2,unk,0
1442,810,710,810,914,914,914,914,2,1,1
1390,914,810,914,914,914,914,914,3,1,0
9519,unk,unk,unk,914,914,unk,unk,2,1,1
1089,914,810,914,914,914,914,914,3,unk,1
1144,810,710,810,914,914,914,914,2,2,0
8778,unk,unk,914,914,914,unk,914,3,1,0
2185,809,709,809,914,914,914,914,2,1,1
9498,unk,unk,unk,914,914,unk,unk,3,4,1
1072,810,710,810,914,914,914,unk,2,3,0
1152,810,710,810,914,914,914,914,2,1,0
1770,914,809,914,914,914,914,914,3,1,0
9502,unk,unk,unk,914,914,914,unk,3,2,1
1905,809,709,809,914,914,914,914,2,1,0
1136,810,710,810,914,914,unk,unk,2,1,1
1237,914,810,914,914,914,914,914,3,1,0
1584,809,709,11,914,914,914,914,2,2,0
2361,914,809,914,914,914,914,914,3,1,1
1710,914,809,914,914,914,914,914,3,1,0
1156,914,810,914,914,914,unk,unk,3,1,1
1322,914,810,914,914,914,914,914,3,2,0
1088,914,810,914,914,914,914,914,3,2,1
920,810,710,810,914,914,unk,unk,2,1,0
776,810,710,810,914,914,914,914,2,1,0
1155,914,810,914,914,914,914,unk,3,1,0
2031,809,709,809,914,914,914,unk,2,1,0
1448,810,710,810,914,914,914,914,2,1,0
1946,914,809,914,914,914,914,914,3,1,0
2322,809,709,809,914,914,914,914,2,1,1
1238,914,810,914,914,914,unk,unk,3,4,1
1323,914,810,914,914,914,914,914,3,unk,0
1386,914,810,914,914,914,914,914,3,unk,1
1978,914,809,914,914,914,914,914,3,1,0
1095,914,810,914,914,914,914,914,3,unk,1
1598,809,709,809,914,914,914,914,2,1,1
1759,914,809,914,914,914,914,914,3,2,0
1382,914,810,914,914,914,914,914,3,1,1
2307,914,809,914,914,914,914,914,3,unk,0
1821,809,709,809,914,914,914,914,2,1,0
865,914,810,914,914,914,914,914,3,1,1
2009,809,609,809,914,809,914,914,1,4,1
9102,unk,unk,914,914,914,914,unk,3,1,0
1610,809,709,809,914,914,unk,unk,2,1,1
1104,914,810,914,914,914,914,914,3,2,0
9624,unk,unk,unk,914,914,unk,unk,3,1,0
1724,809,709,809,914,914,914,914,2,2,1
867,914,810,914,914,914,914,914,3,unk,0
1719,914,809,914,914,914,914,914,3,1,1
2196,809,709,809,914,914,914,914,2,1,0
9482,unk,unk,unk,914,914,unk,unk,3,unk,0
774,810,710,810,914,914,914,914,2,2,1
1211,810,710,810,914,914,914,914,2,2,1
2289,809,809,809,914,914,914,914,3,unk,1
790,914,810,914,914,914,914,914,3,1,0
1987,914,809,914,914,914,914,914,3,2,0
